"Frame","Lat","Lon","Alt","Elevation","Yaw","Pitch","Roll","GimYaw","GimPitch","GimRoll","Timestamp","BoundingBoxClass","BoundingBoxCentre_X","BoundingBoxCentre_Y","BoundingBox_Width%","BoundingBox_Height%","BoundingBox_Lat","BoundingBox_Lon"
"30","50.4261513","12.5298327","893.0","829.0015258789062","-148.16","2.88","0.12","-170.83","-77.92","0.0","1.1011","1","0.684635","0.144676","0.0614583","0.103241","50.42601088336221","12.529552359556831"
"31","50.4261513","12.5298327","893.0","829.0015258789062","-148.16","2.88","0.12","-170.83","-77.92","0.0","1.1011","1","0.667969","0.108796","0.0635417","0.106481","50.42599171447245","12.529569221081923"
"32","50.4261513","12.5298327","893.0","829.0015258789062","-148.16","2.88","0.12","-170.83","-77.92","0.0","1.1011","1","0.65625","0.0680556","0.0598958","0.0990741","50.425970349224436","12.52957841680056"
"33","50.4261513","12.5298327","893.0","829.0015258789062","-148.16","2.88","0.12","-170.83","-77.92","0.0","1.1011","1","0.641797","0.0414352","0.0617188","0.0828704","50.425955535382805","12.529593546868611"
"42","50.4261524","12.5298299","893.0","829.0015258789062","-119.17","-5.83","13.11","-142.19","-87.15","0.0","1.6016000000000001","1","0.53125","0.953472","0.0572917","0.0930556","50.42633596497213","12.530001369970888"
"43","50.4261524","12.5298299","893.0","829.0015258789062","-119.17","-5.83","13.11","-142.19","-87.15","0.0","1.6016000000000001","1","0.539844","0.943287","0.0541667","0.0986111","50.426336298118265","12.529987711763239"
"44","50.4261524","12.5298299","893.0","829.0015258789062","-119.17","-5.83","13.11","-142.19","-87.15","0.0","1.6016000000000001","1","0.548047","0.934491","0.0528646","0.0930556","50.42633701298246","12.529975173224928"
"46","50.4261524","12.5298299","893.0","829.0015258789062","-119.17","-5.83","13.11","-142.19","-87.15","0.0","1.6016000000000001","1","0.566927","0.917593","0.0552083","0.0916667","50.42634008246092","12.529948045791366"
"47","50.4261524","12.5298299","893.0","829.0015258789062","-119.17","-5.83","13.11","-142.19","-87.15","0.0","1.6016000000000001","1","0.574219","0.907639","0.0578125","0.0939815","50.42633992265762","12.52993601396119"
"48","50.4261524","12.5298299","893.0","829.0015258789062","-119.17","-5.83","13.11","-142.19","-87.15","0.0","1.6016000000000001","1","0.58151","0.899769","0.0536458","0.0958333","50.42634061614066","12.529924982804177"
"49","50.4261535","12.5298267","893.0","829.0015258789062","-104.42","-14.1","19.4","-128.06","-88.16","0.0","1.6683333333333334","1","0.589323","0.891898","0.0546875","0.0986111","50.42632395009466","12.52998002058489"
"50","50.4261535","12.5298267","893.0","829.0015258789062","-104.42","-14.1","19.4","-128.06","-88.16","0.0","1.6683333333333334","1","0.598177","0.88287","0.0546875","0.0925926","50.42632705989074","12.529967732759168"
"56","50.4261554","12.5298222","893.0","829.0015258789062","-88.18","-18.08","18.65","-112.7","-88.78","0.0","1.9686333333333335","1","0.170052","0.107639","0.0703125","0.125463","50.4258096216539","12.529716214954641"
"57","50.4261554","12.5298222","893.0","829.0015258789062","-88.18","-18.08","18.65","-112.7","-88.78","0.0","1.9686333333333335","1","0.154297","0.130556","0.0653646","0.109259","50.4257997842853","12.52974087743779"
"58","50.4261554","12.5298222","893.0","829.0015258789062","-88.18","-18.08","18.65","-112.7","-88.78","0.0","1.9686333333333335","1","0.145703","0.163889","0.0726563","0.119444","50.42579954536906","12.529769684651546"
"59","50.4261554","12.5298222","893.0","829.0015258789062","-88.18","-18.08","18.65","-112.7","-88.78","0.0","1.9686333333333335","1","0.134896","0.190278","0.071875","0.113889","50.42579513095222","12.529794525718222"
"60","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.125521","0.22037","0.0734375","0.116667","50.42581284252644","12.529644670970008"
"61","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.155339","0.0395833","0.0658854","0.0791667","50.42582593063968","12.529494368121883"
"61","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.118099","0.250463","0.0742188","0.117593","50.42580746118857","12.529669098499966"
"62","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.146224","0.0520833","0.0736979","0.104167","50.42581755441365","12.529504817673969"
"62","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.111979","0.282639","0.0755208","0.120833","50.42580349193492","12.529695069940777"
"63","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.132552","0.0861111","0.0770833","0.118519","50.42580659901932","12.52953356435489"
"63","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.102734","0.305324","0.0700521","0.115278","50.425795132338216","12.529713670615381"
"64","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.119661","0.108102","0.0731771","0.121759","50.4257948216802","12.52955193692702"
"64","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.0973958","0.33287","0.0713542","0.119444","50.42579131787769","12.529735917962302"
"65","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.111979","0.134491","0.0786458","0.122685","50.425789189678355","12.529574108822288"
"65","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.091276","0.364583","0.0658854","0.116204","50.425786761285124","12.529761547236085"
"66","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.100651","0.160185","0.0757812","0.118519","50.42583544771715","12.529436306701305"
"66","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0877604","0.390278","0.0677083","0.117593","50.42580845881622","12.529618288299092"
"67","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0951823","0.184954","0.0736979","0.123611","50.42582841145338","12.529454686049093"
"67","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0841146","0.417593","0.0703125","0.112963","50.425802362585635","12.529638432083603"
"67","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.686849","0.681481","0.0580729","0.0981481","50.42629812460897","12.52998136904495"
"68","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0885417","0.206019","0.078125","0.134259","50.425820123289206","12.529469264453864"
"68","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0839844","0.437963","0.0809896","0.125926","50.42580060151405","12.5296543576201"
"69","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0826823","0.233102","0.0710938","0.120833","50.425812313363835","12.529489169918104"
"69","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0794271","0.462963","0.0692708","0.109259","50.42579343494905","12.529672337611112"
"69","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.690234","0.662731","0.0596354","0.0958333","50.42630235474433","12.529968758336466"
"70","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0786458","0.252315","0.0697917","0.114815","50.425806819717565","12.529503270917392"
"70","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0782552","0.480324","0.0710938","0.109722","50.42579060946343","12.529685516666486"
"70","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.690234","0.653241","0.0585938","0.0962963","50.4263030607104","12.529961924322244"
"71","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0733073","0.274306","0.0768229","0.125463","50.42579961946547","12.529519020520878"
"71","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.077474","0.503935","0.0747396","0.118056","50.42578758994177","12.529703700187111"
"71","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.691406","0.647917","0.05625","0.0930556","50.42630444490102","12.52995841387104"
"72","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0753906","0.522222","0.0690104","0.106481","50.42580561830954","12.529602001315325"
"72","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0675781","0.29213","0.0695312","0.110185","50.425835727723715","12.52942138000981"
"72","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.692578","0.646759","0.0539063","0.0888889","50.426290879722394","12.529987474748795"
"73","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0651042","0.31088","0.0723958","0.119907","50.42583020392326","12.52943430834963"
"73","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0776042","0.53912","0.0760417","0.118056","50.42580484079041","12.52961588366677"
"73","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.694141","0.642824","0.0544271","0.0893519","50.426292745061374","12.529985570371727"
"74","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.060026","0.33125","0.0705729","0.10787","50.42582152384232","12.529446473438346"
"74","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0772135","0.55625","0.0726563","0.111574","50.42580116756395","12.529628279884284"
"74","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.694661","0.638426","0.0523437","0.087037","50.42629385257826","12.529982821869007"
"75","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0583333","0.347685","0.0682292","0.112037","50.42581708299629","12.529458062123227"
"75","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0746094","0.575926","0.0778646","0.119444","50.42579454104888","12.529641199463386"
"75","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.694661","0.635417","0.0507812","0.0847222","50.426294326845195","12.52998076279606"
"76","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0548177","0.362037","0.0752604","0.127778","50.425810917199065","12.52946662533696"
"76","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0764323","0.588426","0.0726563","0.112963","50.42579406094122","12.529651521985143"
"76","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.696484","0.631944","0.0518229","0.0861111","50.42629633027868","12.52997930913196"
"77","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0511719","0.377083","0.0705729","0.119907","50.425804431597086","12.529475615600841"
"77","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0746094","0.603009","0.0742188","0.116204","50.42578916966182","12.529661181749884"
"78","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0505208","0.393981","0.0671875","0.110185","50.425800922656116","12.529488233298926"
"78","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0764323","0.614583","0.0716146","0.10787","50.42578881902936","12.529670799136149"
"78","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.695964","0.621991","0.0528646","0.0847222","50.42629748717654","12.5299722475752"
"79","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0485677","0.40162","0.0716146","0.11713","50.425827277992745","12.529420880620734"
"79","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.075651","0.62963","0.0716146","0.113889","50.42580148449457","12.52960629035528"
"79","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.695833","0.619907","0.053125","0.0851852","50.42629080667017","12.52998235935088"
"80","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0454427","0.422222","0.0627604","0.102778","50.425819357056724","12.529433200952719"
"80","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.074349","0.643981","0.0679687","0.106481","50.42579640460902","12.529615308068477"
"80","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.695312","0.620602","0.053125","0.0856481","50.42629026898019","12.529982479265199"
"81","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0457031","0.434491","0.0695312","0.119907","50.42581687201408","12.529442448109844"
"81","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0765625","0.652778","0.071875","0.113889","50.42579643465861","12.52962313602547"
"81","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.695312","0.620602","0.0515625","0.0828704","50.42629026898019","12.529982479265199"
"82","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.046875","0.441667","0.0697917","0.12037","50.42581650080185","12.529448760854505"
