"Frame","Lat","Lon","Alt","TerrainElevation","Yaw","Pitch","Roll","GimYaw","GimPitch","GimRoll","Timestamp","BoundingBoxClass","BoundingBoxCentre_X","BoundingBoxCentre_Y","BoundingBox_Width%","BoundingBox_Height%"
"50","50.4261535","12.5298267","893.0","829.0015258789062","-104.42","-14.1","19.4","-128.06","-88.16","0.0","1.6683333333333334","1","0.598177","0.88287","0.0546875","0.0925926"
"56","50.4261554","12.5298222","893.0","829.0015258789062","-88.18","-18.08","18.65","-112.7","-88.78","0.0","1.9686333333333335","1","0.170052","0.107639","0.0703125","0.125463"
"57","50.4261554","12.5298222","893.0","829.0015258789062","-88.18","-18.08","18.65","-112.7","-88.78","0.0","1.9686333333333335","1","0.154297","0.130556","0.0653646","0.109259"
"58","50.4261554","12.5298222","893.0","829.0015258789062","-88.18","-18.08","18.65","-112.7","-88.78","0.0","1.9686333333333335","1","0.145703","0.163889","0.0726563","0.119444"
"59","50.4261554","12.5298222","893.0","829.0015258789062","-88.18","-18.08","18.65","-112.7","-88.78","0.0","1.9686333333333335","1","0.134896","0.190278","0.071875","0.113889"
"60","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.125521","0.22037","0.0734375","0.116667"
"61","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.155339","0.0395833","0.0658854","0.0791667"
"61","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.118099","0.250463","0.0742188","0.117593"
"62","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.146224","0.0520833","0.0736979","0.104167"
"62","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.111979","0.282639","0.0755208","0.120833"
"63","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.132552","0.0861111","0.0770833","0.118519"
"63","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.102734","0.305324","0.0700521","0.115278"
"64","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.119661","0.108102","0.0731771","0.121759"
"64","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.0973958","0.33287","0.0713542","0.119444"
"65","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.111979","0.134491","0.0786458","0.122685"
"65","50.4261584","12.5298162","893.0","829.0015258789062","-72.17","-20.87","15.88","-95.19","-89.18","0.0","2.168833333333333","1","0.091276","0.364583","0.0658854","0.116204"
"66","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.100651","0.160185","0.0757812","0.118519"
"66","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0877604","0.390278","0.0677083","0.117593"
"67","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0951823","0.184954","0.0736979","0.123611"
"67","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0841146","0.417593","0.0703125","0.112963"
"67","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.686849","0.681481","0.0580729","0.0981481"
"68","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0885417","0.206019","0.078125","0.134259"
"68","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0839844","0.437963","0.0809896","0.125926"
"69","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0826823","0.233102","0.0710938","0.120833"
"69","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0794271","0.462963","0.0692708","0.109259"
"69","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.690234","0.662731","0.0596354","0.0958333"
"70","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0786458","0.252315","0.0697917","0.114815"
"70","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0782552","0.480324","0.0710938","0.109722"
"70","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.690234","0.653241","0.0585938","0.0962963"
"71","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.0733073","0.274306","0.0768229","0.125463"
"71","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.077474","0.503935","0.0747396","0.118056"
"71","50.4261626","12.5298089","893.0","829.0015258789062","-60.74","-23.75","11.95","-79.54","-89.45","0.0","2.3690333333333333","1","0.691406","0.647917","0.05625","0.0930556"
"72","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0753906","0.522222","0.0690104","0.106481"
"72","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0675781","0.29213","0.0695312","0.110185"
"72","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.692578","0.646759","0.0539063","0.0888889"
"73","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0651042","0.31088","0.0723958","0.119907"
"73","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0776042","0.53912","0.0760417","0.118056"
"73","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.694141","0.642824","0.0544271","0.0893519"
"74","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.060026","0.33125","0.0705729","0.10787"
"74","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0772135","0.55625","0.0726563","0.111574"
"74","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.694661","0.638426","0.0523437","0.087037"
"75","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0583333","0.347685","0.0682292","0.112037"
"75","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0746094","0.575926","0.0778646","0.119444"
"75","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.694661","0.635417","0.0507812","0.0847222"
"76","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0548177","0.362037","0.0752604","0.127778"
"76","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0764323","0.588426","0.0726563","0.112963"
"76","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.696484","0.631944","0.0518229","0.0861111"
"77","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0511719","0.377083","0.0705729","0.119907"
"77","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0746094","0.603009","0.0742188","0.116204"
"78","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0505208","0.393981","0.0671875","0.110185"
"78","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.0764323","0.614583","0.0716146","0.10787"
"78","50.4261677","12.5298002","893.0","829.0015258789062","-54.28","-26.7","6.12","-69.04","-89.63","0.0","2.6026000000000002","1","0.695964","0.621991","0.0528646","0.0847222"
"79","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0485677","0.40162","0.0716146","0.11713"
"79","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.075651","0.62963","0.0716146","0.113889"
"79","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.695833","0.619907","0.053125","0.0851852"
"80","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0454427","0.422222","0.0627604","0.102778"
"80","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.074349","0.643981","0.0679687","0.106481"
"80","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.695312","0.620602","0.053125","0.0856481"
"81","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0457031","0.434491","0.0695312","0.119907"
"81","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0765625","0.652778","0.071875","0.113889"
"81","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.695312","0.620602","0.0515625","0.0828704"
"82","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.046875","0.441667","0.0697917","0.12037"
"82","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0766927","0.663889","0.0747396","0.12037"
"82","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.695312","0.621065","0.0526042","0.0837963"
"83","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0451823","0.458333","0.0648438","0.108333"
"83","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0763021","0.672222","0.065625","0.107407"
"83","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.694141","0.622685","0.0533854","0.0842593"
"84","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0440104","0.466435","0.065625","0.10787"
"84","50.4261736","12.5297904","893.0","829.0015258789062","-50.85","-28.22","2.21","-62.71","-89.74","-0.01","2.8028","1","0.0777344","0.683102","0.0710938","0.110648"
"85","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.0424479","0.476852","0.0651042","0.109259"
"85","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.0742188","0.699537","0.0703125","0.113889"
"86","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.041276","0.48912","0.0638021","0.10787"
"86","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.0748698","0.707407","0.0648438","0.101852"
"86","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.697526","0.627083","0.0549479","0.0921296"
"87","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.0414063","0.503935","0.0697917","0.106944"
"87","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.0770833","0.716667","0.0708333","0.110185"
"88","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.0419271","0.510417","0.0640625","0.109722"
"88","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.0761719","0.725231","0.0669271","0.106019"
"88","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.695312","0.631019","0.0536458","0.0916667"
"89","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.0411458","0.52338","0.0619792","0.102315"
"89","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.0772135","0.735417","0.0690104","0.105093"
"89","50.4261806","12.5297782","893.0","829.0015258789062","-49.47","-29.3","0.94","-59.22","-89.81","-0.01","2.9696333333333333","1","0.697005","0.633565","0.0507812","0.0847222"
"90","50.4261883","12.5297642","893.0","829.0015258789062","-48.69","-29.82","0.83","-56.95","-89.86","0.0","3.1698333333333335","1","0.039974","0.53125","0.0632813","0.10787"
"90","50.4261883","12.5297642","893.0","829.0015258789062","-48.69","-29.82","0.83","-56.95","-89.86","0.0","3.1698333333333335","1","0.0790365","0.745139","0.0695312","0.10787"
"90","50.4261883","12.5297642","893.0","829.0015258789062","-48.69","-29.82","0.83","-56.95","-89.86","0.0","3.1698333333333335","1","0.696354","0.638889","0.0473958","0.0805556"
"91","50.4261883","12.5297642","893.0","829.0015258789062","-48.69","-29.82","0.83","-56.95","-89.86","0.0","3.1698333333333335","1","0.0375","0.541204","0.0619792","0.10463"
